Shipment Number,Shipper,Consignee,Origin,Destination,Transhipments count,Sending Agent,Receiving Agent,Sales Rep,TEU,Incitement,Transport Mode,Direction,Shipment Type,ETD,ETA,ATD,ATA,Total Transit Days,Total Estimated Transit Days,Delay Days,Late/Early
SHP107949,Tata Motors Ltd,AmeriTech LLC,Tacoma,Tuticorin,3,Value Carry Pvt Ltd,Ocean Bridge,D. Sharma,2,EXW,Sea,Import,LCL,29-01-2024,03-03-2024,30-01-2024,18-03-2024,43,34,9,Late Arrival
SHP107950,Marico Ltd,Pacific Foods Ltd,Los Angeles,Nhava Sheva,2,South Freight,EuroLogistics,V. Sinha,1,DDP,Air,Import,Parcel,11-05-2024,13-05-2024,11-05-2024,14-05-2024,3,2,1,Late Arrival
SHP107951,Mahindra Agritech,ABC Imports Pvt Ltd,Singapore,Nhava Sheva,2,Shree Logi Agency,Gujarat Links,S. Kumar,1,DDP,Sea,Import,LCL,22-12-2024,13-01-2025,22-12-2024,19-01-2025,24,22,2,Late Arrival
SHP107952,ITC Ltd,ABC Imports Pvt Ltd,Visakhapatnam,Savannah,3,Value Carry Pvt Ltd,Bengal Marine,V. Sinha,1,CIP,Sea,Export,FCL,06-10-2025,09-11-2025,06-10-2025,02-12-2025,52,34,18,Late Arrival
SHP107953,Godrej Agrovet,Global Traders LLP,Tokyo,Mumbai,2,Greenline Agency,Gujarat Links,V. Sinha,1,CIP,Sea,Import,FCL,22-07-2025,14-08-2025,23-07-2025,17-08-2025,24,23,1,Late Arrival
SHP107954,Godrej Agrovet,AmeriTech LLC,Visakhapatnam,Hamburg,3,Greenline Agency,Gujarat Links,D. Sharma,1,DAP,Sea,Export,LCL,05-03-2024,29-03-2024,07-03-2024,09-04-2024,31,24,7,Late Arrival
SHP107955,Mahindra Agritech,Pacific Foods Ltd,Tanjung Pelepas,Chennai,2,Value Carry Pvt Ltd,Bengal Marine,M. Tandon,4,CIF,Sea,Import,LCL,02-07-2025,14-07-2025,02-07-2025,18-07-2025,13,12,1,Late Arrival
SHP107956,Larsen & Toubro,Pacific Foods Ltd,Nhava Sheva,Gioia Tauro,1,FastShip Ocean,Ocean Bridge,M. Tandon,1,CIF,Sea,Export,FCL,02-09-2025,19-09-2025,02-09-2025,19-09-2025,17,17,0,On Time
SHP107957,Reliance Exports,Bharat Pharma Exports,Port Klang,Tuticorin,2,Shree Logi Agency,EuroLogistics,M. Tandon,1,DAP,Sea,Import,LCL,10-06-2024,05-07-2024,25-06-2024,25-07-2024,27,25,2,Late Arrival
SHP107958,Reliance Exports,Pacific Foods Ltd,Tuticorin,Sohar,2,Shree Logi Agency,Deko Freight,R. Goenka,2,FCA,Sea,Export,LCL,06-01-2026,16-01-2026,06-01-2026,27-01-2026,12,10,2,Late Arrival
SHP107959,Max Pharma Ltd,ABC Imports Pvt Ltd,Chennai,Felixstowe,3,GT Air Express,Bluedart Cargo,M. Tandon,1,DDP,Sea,Export,FCL,30-01-2026,16-02-2026,02-02-2026,07-03-2026,26,17,9,Late Arrival
SHP107960,Godrej Agrovet,Global Traders LLP,Shanghai,Cochin,2,Value Carry Pvt Ltd,Ocean Bridge,R. Goenka,1,EXW,Sea,Import,FCL,27-08-2024,08-09-2024,30-08-2024,16-09-2024,16,12,4,Late Arrival
SHP107961,Reliance Exports,Sun Drug Co Ltd,Cochin,Algeciras,1,GT Air Express,Gujarat Links,P. Desai,1,FOB,Sea,Export,FCL,10-02-2025,18-02-2025,11-02-2025,20-02-2025,9,8,1,Late Arrival
SHP107962,Mahindra Agritech,Pacific Foods Ltd,Nhava Sheva,Ningbo,3,South Freight,EuroLogistics,S. Kumar,4,CIP,Sea,Export,FCL,04-10-2025,26-10-2025,06-10-2025,04-11-2025,27,22,5,Late Arrival
SHP107963,Tata Motors Ltd,XYZ Automotives,Mumbai,Kaohsiung,3,Pacific Marine,Ocean Bridge,V. Sinha,2,FCA,Sea,Export,FCL,02-11-2025,25-11-2025,03-11-2025,03-12-2025,23,23,0,On Time
SHP107964,Marico Ltd,Euro Retail GmbH,Mundra,Jeddah,2,South Freight,Gujarat Links,A. Joshi,1,FOB,Sea,Export,LCL,26-08-2025,11-09-2025,26-08-2025,14-09-2025,15,16,-1,Early Arrival
SHP107965,Godrej Agrovet,Euro Retail GmbH,Frankfurt,Chennai,1,Value Carry Pvt Ltd,Bluedart Cargo,D. Sharma,1,DAP,Air,Import,Parcel,07-09-2025,08-09-2025,07-09-2025,08-09-2025,1,1,0,On Time
SHP107966,ITC Ltd,Sun Drug Co Ltd,Shanghai,Mumbai,2,Pacific Marine,Gujarat Links,R. Goenka,2,DAP,Sea,Import,FCL,01-12-2024,23-12-2024,03-12-2024,24-01-2025,49,22,27,Late Arrival
SHP107967,Marico Ltd,Euro Retail GmbH,Gioia Tauro,Visakhapatnam,1,GT Air Express,Kanto Broker,P. Desai,1,EXW,Sea,Import,LCL,05-04-2024,19-04-2024,05-04-2024,21-04-2024,16,14,2,Late Arrival
SHP107968,Tata Motors Ltd,AmeriTech LLC,Mundra,Jeddah,2,Shree Logi Agency,Bengal Marine,S. Kumar,1,CIP,Sea,Export,LCL,24-02-2024,18-03-2024,25-02-2024,02-04-2024,21,23,-2,Early Arrival
SHP107969,Max Pharma Ltd,Star Imports Ltd,Dallas,Nhava Sheva,1,Shree Logi Agency,Bengal Marine,V. Sinha,1,CIF,Air,Import,Parcel,23-04-2024,25-04-2024,23-04-2024,29-04-2024,6,2,4,Late Arrival
SHP107970,Tata Motors Ltd,Global Traders LLP,Kolkata,Ningbo,3,Shree Logi Agency,Bengal Marine,P. Desai,4,FOB,Sea,Export,FCL,24-11-2024,27-12-2024,24-11-2024,01-01-2025,35,33,2,Late Arrival
SHP107971,Adani Exports,Pacific Foods Ltd,Cochin,Hamburg,3,South Freight,Kanto Broker,S. Kumar,1,DDP,Sea,Export,LCL,17-03-2025,11-04-2025,17-03-2025,16-04-2025,28,25,3,Late Arrival
SHP107972,Adani Exports,Star Imports Ltd,Chennai,Oakland,3,FastShip Ocean,EuroLogistics,M. Tandon,1,DAP,Sea,Export,LCL,13-05-2025,16-06-2025,31-05-2025,09-07-2025,35,34,1,Late Arrival
SHP107973,Mahindra Agritech,Sun Drug Co Ltd,Tanger Med,Tuticorin,1,FastShip Ocean,Bluedart Cargo,R. Goenka,1,FCA,Sea,Import,LCL,02-06-2025,17-06-2025,03-06-2025,18-06-2025,15,15,0,On Time
SHP107974,Adani Exports,AmeriTech LLC,Tuticorin,Frankfurt,1,Greenline Agency,Kanto Broker,P. Desai,1,DDP,Air,Export,Parcel,16-12-2025,19-12-2025,17-12-2025,20-12-2025,3,3,0,On Time
SHP107975,Reliance Exports,Global Traders LLP,Tuticorin,Hong Kong,1,GT Air Express,Kanto Broker,M. Tandon,1,FOB,Air,Export,Parcel,25-08-2024,27-08-2024,25-08-2024,27-08-2024,2,2,0,On Time
SHP107976,Mahindra Agritech,AmeriTech LLC,Dallas,Kolkata,1,Shree Logi Agency,Bengal Marine,R. Goenka,1,FOB,Air,Import,Parcel,22-04-2025,24-04-2025,22-04-2025,25-04-2025,3,2,1,Late Arrival
SHP107977,ITC Ltd,ABC Imports Pvt Ltd,Mundra,Norfolk,3,Pacific Marine,Kanto Broker,S. Kumar,1,DAP,Sea,Export,FCL,27-07-2025,22-08-2025,30-07-2025,17-09-2025,43,26,17,Late Arrival
SHP107978,Max Pharma Ltd,XYZ Automotives,Oakland,Mumbai,3,Value Carry Pvt Ltd,Bluedart Cargo,M. Tandon,1,EXW,Sea,Import,FCL,15-06-2025,15-07-2025,15-06-2025,31-07-2025,41,30,11,Late Arrival
SHP107979,Tata Motors Ltd,Fresh Foods Inc,Tanjung Pelepas,Visakhapatnam,2,South Freight,Ocean Bridge,A. Joshi,1,DDP,Sea,Import,FCL,27-01-2026,12-02-2026,28-01-2026,20-02-2026,20,16,4,Late Arrival
SHP107980,Mahindra Agritech,Euro Retail GmbH,Ningbo,Cochin,2,Greenline Agency,Bluedart Cargo,P. Desai,1,FCA,Sea,Import,FCL,24-06-2025,05-07-2025,24-06-2025,08-07-2025,13,11,2,Late Arrival
SHP107981,Larsen & Toubro,Sun Drug Co Ltd,Baltimore,Tuticorin,3,FastShip Ocean,EuroLogistics,M. Tandon,2,CIF,Sea,Import,LCL,19-01-2026,03-03-2026,22-01-2026,19-03-2026,54,43,11,Late Arrival
SHP107982,Godrej Agrovet,Fresh Foods Inc,Kolkata,Baltimore,3,Value Carry Pvt Ltd,Bengal Marine,M. Tandon,1,EXW,Sea,Export,LCL,23-01-2025,20-02-2025,27-01-2025,03-03-2025,33,28,5,Late Arrival
SHP107983,Max Pharma Ltd,Sun Drug Co Ltd,Salalah,Chennai,1,Pacific Marine,Bengal Marine,R. Goenka,2,EXW,Sea,Import,FCL,01-11-2025,13-11-2025,01-11-2025,13-11-2025,12,12,0,On Time
SHP107984,Mahindra Agritech,Global Traders LLP,Valencia,Nhava Sheva,3,Pacific Marine,Bengal Marine,D. Sharma,1,DDP,Sea,Import,LCL,08-04-2025,05-05-2025,09-04-2025,13-05-2025,31,27,4,Late Arrival
SHP107985,Max Pharma Ltd,Pacific Foods Ltd,Ningbo,Cochin,2,Shree Logi Agency,Kanto Broker,A. Joshi,1,FCA,Sea,Import,FCL,31-05-2025,12-06-2025,08-06-2025,23-06-2025,14,12,2,Late Arrival
SHP107986,Mahindra Agritech,XYZ Automotives,Nhava Sheva,Baltimore,3,South Freight,Gujarat Links,S. Kumar,1,CIF,Sea,Export,LCL,23-03-2024,21-04-2024,29-03-2024,11-05-2024,40,29,11,Late Arrival
SHP107987,Reliance Exports,AmeriTech LLC,Mumbai,Port Said,1,FastShip Ocean,Kanto Broker,P. Desai,2,FCA,Sea,Export,FCL,19-02-2026,28-02-2026,20-02-2026,04-03-2026,12,9,3,Late Arrival
SHP107988,ITC Ltd,AmeriTech LLC,Mumbai,Frankfurt,1,Pacific Marine,Kanto Broker,D. Sharma,1,DAP,Air,Export,Parcel,11-08-2025,12-08-2025,11-08-2025,12-08-2025,1,1,0,On Time
SHP107989,Reliance Exports,Fresh Foods Inc,Cochin,Tanger Med,1,South Freight,Deko Freight,A. Joshi,1,CIF,Sea,Export,LCL,29-11-2025,12-12-2025,02-12-2025,17-12-2025,15,13,2,Late Arrival
SHP107990,Mahindra Agritech,Euro Retail GmbH,Tuticorin,Antwerp,3,Greenline Agency,Gujarat Links,R. Goenka,1,FCA,Sea,Export,LCL,21-10-2025,06-11-2025,26-10-2025,01-12-2025,30,16,14,Late Arrival
SHP107991,Larsen & Toubro,Fresh Foods Inc,Tuticorin,Dammam,2,Pacific Marine,Gujarat Links,R. Goenka,2,DAP,Sea,Export,FCL,07-05-2025,27-05-2025,08-05-2025,04-06-2025,25,20,5,Late Arrival
SHP107992,Tata Motors Ltd,ABC Imports Pvt Ltd,Cochin,Hong Kong,2,Value Carry Pvt Ltd,EuroLogistics,D. Sharma,2,CIF,Sea,Export,FCL,10-09-2024,03-10-2024,10-09-2024,09-10-2024,26,23,3,Late Arrival
SHP107993,Bharat Steel,Fresh Foods Inc,Tacoma,Nhava Sheva,3,Greenline Agency,Bengal Marine,D. Sharma,2,FCA,Sea,Import,LCL,12-12-2025,16-01-2026,12-12-2025,06-02-2026,52,35,17,Late Arrival
SHP107994,Adani Exports,Global Traders LLP,Mundra,Tanger Med,1,Greenline Agency,Bluedart Cargo,R. Goenka,2,DDP,Sea,Export,FCL,13-06-2024,25-06-2024,13-06-2024,02-07-2024,19,12,7,Late Arrival
SHP107995,Reliance Exports,AmeriTech LLC,Shanghai,Mumbai,2,Greenline Agency,Deko Freight,V. Sinha,1,CIF,Sea,Import,LCL,04-03-2026,27-03-2026,11-03-2026,11-04-2026,29,23,6,Late Arrival
SHP107996,Adani Exports,Euro Retail GmbH,Long Beach,Chennai,3,GT Air Express,Deko Freight,S. Kumar,1,FOB,Sea,Import,FCL,24-01-2025,22-02-2025,25-01-2025,22-03-2025,34,29,5,Late Arrival
SHP107997,Adani Exports,Pacific Foods Ltd,Visakhapatnam,Long Beach,3,Pacific Marine,Deko Freight,A. Joshi,1,EXW,Sea,Export,LCL,25-06-2025,22-07-2025,27-06-2025,02-08-2025,29,27,2,Late Arrival
SHP107998,Marico Ltd,Bharat Pharma Exports,Tuticorin,New York,2,South Freight,Bengal Marine,D. Sharma,1,DAP,Air,Export,Parcel,28-01-2026,01-02-2026,28-01-2026,03-02-2026,5,4,1,Late Arrival
SHP107999,Tata Motors Ltd,Pacific Foods Ltd,Port Klang,Tuticorin,2,South Freight,Deko Freight,P. Desai,1,DAP,Sea,Import,FCL,18-07-2024,21-08-2024,18-07-2024,28-08-2024,38,34,4,Late Arrival
SHP108000,Max Pharma Ltd,XYZ Automotives,Kolkata,London,1,GT Air Express,Gujarat Links,D. Sharma,1,FOB,Air,Export,Parcel,20-09-2025,22-09-2025,20-09-2025,22-09-2025,2,2,0,On Time
SHP108001,Max Pharma Ltd,Star Imports Ltd,Cochin,Miami,3,GT Air Express,Gujarat Links,M. Tandon,1,EXW,Sea,Export,LCL,06-03-2024,27-03-2024,06-03-2024,19-04-2024,35,21,14,Late Arrival
SHP108002,Bharat Steel,Pacific Foods Ltd,Mumbai,Ningbo,3,Pacific Marine,EuroLogistics,M. Tandon,1,FCA,Sea,Export,LCL,12-05-2024,10-06-2024,12-05-2024,26-06-2024,39,29,10,Late Arrival
SHP108003,Godrej Agrovet,Bharat Pharma Exports,Paris,Nhava Sheva,1,Pacific Marine,Kanto Broker,V. Sinha,1,DAP,Air,Import,Parcel,16-05-2025,17-05-2025,16-05-2025,17-05-2025,1,1,0,On Time
SHP108004,Adani Exports,ABC Imports Pvt Ltd,Port Klang,Nhava Sheva,2,FastShip Ocean,Gujarat Links,V. Sinha,1,CIP,Sea,Import,LCL,21-03-2024,01-04-2024,22-03-2024,18-04-2024,23,11,12,Late Arrival
SHP108005,Bharat Steel,Star Imports Ltd,Algeciras,Tuticorin,1,Greenline Agency,Deko Freight,D. Sharma,4,EXW,Sea,Import,FCL,14-07-2025,27-07-2025,16-07-2025,31-07-2025,15,13,2,Late Arrival
SHP108006,Bharat Steel,AmeriTech LLC,Kolkata,Antwerp,3,Shree Logi Agency,EuroLogistics,P. Desai,2,FCA,Sea,Export,LCL,18-05-2024,08-06-2024,20-05-2024,17-06-2024,25,21,4,Late Arrival
SHP108007,Godrej Agrovet,Pacific Foods Ltd,Tuticorin,Los Angeles,3,Value Carry Pvt Ltd,Gujarat Links,A. Joshi,2,FCA,Sea,Export,FCL,07-06-2025,02-07-2025,11-06-2025,14-07-2025,31,25,6,Late Arrival
SHP108008,Max Pharma Ltd,XYZ Automotives,Hong Kong,Mundra,2,South Freight,Ocean Bridge,M. Tandon,2,DAP,Sea,Import,FCL,01-03-2024,26-03-2024,02-03-2024,30-03-2024,25,25,0,On Time
SHP108009,Larsen & Toubro,Sun Drug Co Ltd,Tuticorin,Hong Kong,2,Value Carry Pvt Ltd,Gujarat Links,P. Desai,1,DDP,Sea,Export,FCL,20-02-2026,12-03-2026,20-02-2026,23-03-2026,25,20,5,Late Arrival
SHP108010,Tata Motors Ltd,Euro Retail GmbH,Tanjung Pelepas,Chennai,2,FastShip Ocean,EuroLogistics,V. Sinha,2,FCA,Sea,Import,FCL,21-02-2026,13-03-2026,24-02-2026,22-03-2026,25,20,5,Late Arrival
SHP108011,Larsen & Toubro,XYZ Automotives,Mumbai,Hamburg,3,Greenline Agency,Bluedart Cargo,D. Sharma,1,CIF,Sea,Export,FCL,03-05-2025,22-05-2025,03-05-2025,26-05-2025,21,19,2,Late Arrival
SHP108012,Max Pharma Ltd,Euro Retail GmbH,Yantian,Nhava Sheva,2,FastShip Ocean,EuroLogistics,D. Sharma,1,FCA,Sea,Import,FCL,15-08-2024,29-08-2024,15-08-2024,23-09-2024,38,14,24,Late Arrival
SHP108013,Tata Motors Ltd,Euro Retail GmbH,Cochin,Shanghai,2,South Freight,Deko Freight,R. Goenka,2,DAP,Sea,Export,FCL,17-08-2025,08-09-2025,19-08-2025,16-09-2025,26,22,4,Late Arrival
SHP108014,Larsen & Toubro,Sun Drug Co Ltd,Mundra,Busan,2,FastShip Ocean,Kanto Broker,A. Joshi,1,EXW,Sea,Export,FCL,16-01-2026,07-02-2026,16-01-2026,17-02-2026,27,22,5,Late Arrival
SHP108015,Reliance Exports,Pacific Foods Ltd,Chennai,Tokyo,3,Shree Logi Agency,Gujarat Links,A. Joshi,1,EXW,Sea,Export,FCL,15-02-2024,06-03-2024,15-02-2024,13-03-2024,20,20,0,On Time
SHP108016,Godrej Agrovet,ABC Imports Pvt Ltd,Kaohsiung,Tuticorin,2,Greenline Agency,Kanto Broker,M. Tandon,2,CIF,Sea,Import,FCL,26-12-2025,26-01-2026,27-12-2025,30-01-2026,31,31,0,On Time
SHP108017,Mahindra Agritech,Euro Retail GmbH,Tuticorin,Tanger Med,1,Greenline Agency,Bengal Marine,D. Sharma,1,CIP,Sea,Export,LCL,09-01-2026,21-01-2026,10-01-2026,23-01-2026,13,12,1,Late Arrival
SHP108018,Tata Motors Ltd,Global Traders LLP,Kolkata,Sohar,2,Value Carry Pvt Ltd,EuroLogistics,S. Kumar,2,DAP,Sea,Export,FCL,15-04-2025,05-05-2025,20-04-2025,17-05-2025,23,20,3,Late Arrival
SHP108019,Bharat Steel,XYZ Automotives,Dammam,Kolkata,2,FastShip Ocean,Kanto Broker,R. Goenka,1,FOB,Sea,Import,FCL,05-01-2026,23-01-2026,06-01-2026,27-01-2026,20,18,2,Late Arrival
SHP108020,ITC Ltd,Global Traders LLP,Cochin,Seattle,3,Value Carry Pvt Ltd,Kanto Broker,V. Sinha,1,FOB,Sea,Export,FCL,25-11-2024,22-12-2024,27-11-2024,31-12-2024,30,27,3,Late Arrival
SHP108021,Max Pharma Ltd,Bharat Pharma Exports,Visakhapatnam,Valencia,3,Greenline Agency,Deko Freight,S. Kumar,1,FOB,Sea,Export,FCL,18-12-2024,10-01-2025,19-12-2024,02-02-2025,41,23,18,Late Arrival
SHP108022,Tata Motors Ltd,Fresh Foods Inc,Mundra,Valencia,3,Pacific Marine,Bengal Marine,D. Sharma,2,CIP,Sea,Export,LCL,17-04-2025,08-05-2025,20-04-2025,03-06-2025,41,21,20,Late Arrival
SHP108023,Tata Motors Ltd,ABC Imports Pvt Ltd,Chennai,Ningbo,3,FastShip Ocean,Gujarat Links,P. Desai,2,EXW,Sea,Export,FCL,16-04-2025,25-05-2025,17-04-2025,09-06-2025,49,39,10,Late Arrival
SHP108024,Larsen & Toubro,XYZ Automotives,Tokyo,Mumbai,2,Pacific Marine,Bengal Marine,D. Sharma,1,DDP,Air,Import,Parcel,01-08-2024,04-08-2024,05-08-2024,10-08-2024,5,3,2,Late Arrival
SHP108025,Larsen & Toubro,AmeriTech LLC,Yantian,Nhava Sheva,2,Value Carry Pvt Ltd,Kanto Broker,A. Joshi,1,FOB,Sea,Import,FCL,05-10-2024,28-10-2024,10-10-2024,06-11-2024,23,23,0,On Time
SHP108026,Bharat Steel,Pacific Foods Ltd,Nhava Sheva,Port Klang,3,Shree Logi Agency,Ocean Bridge,D. Sharma,2,EXW,Sea,Export,FCL,27-05-2025,12-06-2025,29-05-2025,11-07-2025,38,16,22,Late Arrival
SHP108027,Mahindra Agritech,Euro Retail GmbH,Tanger Med,Tuticorin,1,FastShip Ocean,Deko Freight,A. Joshi,1,DDP,Sea,Import,LCL,22-03-2026,05-04-2026,22-03-2026,09-04-2026,18,14,4,Late Arrival
SHP108028,Max Pharma Ltd,ABC Imports Pvt Ltd,Chennai,Tokyo,2,Pacific Marine,Kanto Broker,R. Goenka,1,DAP,Air,Export,Parcel,11-05-2025,14-05-2025,13-05-2025,18-05-2025,5,3,2,Late Arrival
SHP108029,Reliance Exports,Fresh Foods Inc,Felixstowe,Cochin,3,GT Air Express,Bengal Marine,D. Sharma,2,CIF,Sea,Import,FCL,27-04-2024,04-06-2024,28-04-2024,15-06-2024,44,38,6,Late Arrival
SHP108030,Tata Motors Ltd,Fresh Foods Inc,Nhava Sheva,Seattle,3,Shree Logi Agency,Bluedart Cargo,S. Kumar,1,DAP,Sea,Export,FCL,27-11-2024,31-12-2024,28-11-2024,16-01-2025,40,34,6,Late Arrival
SHP108031,Reliance Exports,Euro Retail GmbH,Dammam,Mundra,2,Value Carry Pvt Ltd,Gujarat Links,S. Kumar,1,DAP,Sea,Import,LCL,16-01-2026,14-02-2026,16-01-2026,12-03-2026,53,29,24,Late Arrival
SHP108032,Max Pharma Ltd,Fresh Foods Inc,Nhava Sheva,Chicago,1,GT Air Express,Bengal Marine,M. Tandon,1,DDP,Air,Export,Parcel,05-01-2025,07-01-2025,06-01-2025,08-01-2025,2,2,0,On Time
SHP108033,Adani Exports,XYZ Automotives,Tuticorin,Ningbo,3,Shree Logi Agency,Ocean Bridge,S. Kumar,1,CIP,Sea,Export,FCL,16-01-2025,31-01-2025,16-01-2025,13-02-2025,24,15,9,Late Arrival
SHP108034,Marico Ltd,Euro Retail GmbH,Miami,Mundra,3,Greenline Agency,EuroLogistics,S. Kumar,1,DAP,Sea,Import,LCL,09-08-2024,10-09-2024,15-08-2024,02-10-2024,43,32,11,Late Arrival
SHP108035,Larsen & Toubro,Sun Drug Co Ltd,Hong Kong,Visakhapatnam,1,Greenline Agency,Deko Freight,A. Joshi,1,EXW,Air,Import,Parcel,27-07-2025,29-07-2025,27-07-2025,01-08-2025,5,2,3,Late Arrival
SHP108036,Marico Ltd,Pacific Foods Ltd,Tuticorin,Los Angeles,2,Value Carry Pvt Ltd,Gujarat Links,D. Sharma,1,CIP,Air,Export,Parcel,22-02-2026,26-02-2026,22-02-2026,02-03-2026,6,4,2,Late Arrival
SHP108037,Larsen & Toubro,Bharat Pharma Exports,Dammam,Chennai,2,Greenline Agency,Bluedart Cargo,S. Kumar,2,FCA,Sea,Import,LCL,18-06-2024,11-07-2024,22-06-2024,24-07-2024,27,23,4,Late Arrival
SHP108038,Mahindra Agritech,Euro Retail GmbH,Tokyo,Mumbai,2,GT Air Express,Bluedart Cargo,D. Sharma,1,FCA,Sea,Import,LCL,10-02-2024,28-02-2024,13-02-2024,08-03-2024,21,18,3,Late Arrival
SHP108039,Max Pharma Ltd,AmeriTech LLC,Antwerp,Nhava Sheva,3,Shree Logi Agency,Bluedart Cargo,R. Goenka,2,CIF,Sea,Import,FCL,26-07-2025,24-08-2025,04-08-2025,18-09-2025,41,29,12,Late Arrival
SHP108040,Reliance Exports,AmeriTech LLC,Sohar,Kolkata,2,Pacific Marine,Bengal Marine,A. Joshi,4,DAP,Sea,Import,FCL,14-11-2024,30-11-2024,14-11-2024,05-12-2024,17,16,1,Late Arrival
SHP108041,Tata Motors Ltd,Pacific Foods Ltd,Visakhapatnam,Tacoma,3,GT Air Express,EuroLogistics,M. Tandon,1,FOB,Sea,Export,FCL,06-12-2025,13-01-2026,09-12-2025,24-01-2026,39,38,1,Late Arrival
SHP108042,Bharat Steel,Euro Retail GmbH,Mumbai,Rotterdam,3,Shree Logi Agency,Kanto Broker,D. Sharma,1,DAP,Sea,Export,LCL,18-03-2025,05-04-2025,18-03-2025,30-04-2025,35,18,17,Late Arrival
SHP108043,Mahindra Agritech,ABC Imports Pvt Ltd,Nhava Sheva,Norfolk,3,Greenline Agency,Bluedart Cargo,D. Sharma,2,FCA,Sea,Export,LCL,06-03-2026,30-03-2026,07-03-2026,09-04-2026,30,24,6,Late Arrival
SHP108044,Mahindra Agritech,Fresh Foods Inc,Singapore,Tuticorin,2,Value Carry Pvt Ltd,Bengal Marine,V. Sinha,1,CIP,Sea,Import,LCL,23-11-2025,19-12-2025,24-11-2025,24-12-2025,29,26,3,Late Arrival
SHP108045,Larsen & Toubro,Sun Drug Co Ltd,Nhava Sheva,Baltimore,3,Pacific Marine,Deko Freight,S. Kumar,4,FOB,Sea,Export,FCL,26-07-2025,13-08-2025,26-07-2025,24-08-2025,26,18,8,Late Arrival
SHP108046,Bharat Steel,ABC Imports Pvt Ltd,Hong Kong,Nhava Sheva,2,Value Carry Pvt Ltd,Deko Freight,S. Kumar,1,FCA,Sea,Import,FCL,22-04-2025,20-05-2025,29-04-2025,12-06-2025,43,28,15,Late Arrival
SHP108047,Tata Motors Ltd,Bharat Pharma Exports,Chennai,Algeciras,1,Shree Logi Agency,Bengal Marine,S. Kumar,2,CIF,Sea,Export,LCL,28-03-2025,06-04-2025,30-03-2025,16-04-2025,17,9,8,Late Arrival
SHP108048,Tata Motors Ltd,ABC Imports Pvt Ltd,Tuticorin,Charleston,3,Greenline Agency,EuroLogistics,P. Desai,2,DAP,Sea,Export,FCL,11-09-2025,06-10-2025,11-09-2025,16-10-2025,32,25,7,Late Arrival
SHP108049,ITC Ltd,AmeriTech LLC,Visakhapatnam,Yokohama,3,FastShip Ocean,EuroLogistics,R. Goenka,1,CIF,Sea,Export,FCL,25-01-2026,16-02-2026,27-01-2026,04-03-2026,33,22,11,Late Arrival
SHP108050,Tata Motors Ltd,Star Imports Ltd,Cochin,Ningbo,3,GT Air Express,Bluedart Cargo,P. Desai,4,DAP,Sea,Export,FCL,18-12-2024,01-02-2025,18-12-2024,12-02-2025,49,45,4,Late Arrival
SHP108051,Bharat Steel,Euro Retail GmbH,Dammam,Chennai,2,Pacific Marine,Bluedart Cargo,V. Sinha,1,FOB,Sea,Import,FCL,24-03-2026,15-04-2026,25-03-2026,27-04-2026,31,22,9,Late Arrival
SHP108052,Reliance Exports,Star Imports Ltd,Visakhapatnam,Miami,3,GT Air Express,Bengal Marine,A. Joshi,1,FOB,Sea,Export,FCL,29-03-2024,19-04-2024,30-03-2024,07-05-2024,21,21,0,On Time
SHP108053,Mahindra Agritech,XYZ Automotives,Antwerp,Kolkata,3,Shree Logi Agency,Bengal Marine,S. Kumar,4,CIF,Sea,Import,FCL,12-03-2024,17-04-2024,12-03-2024,23-04-2024,40,36,4,Late Arrival
SHP108054,Larsen & Toubro,Bharat Pharma Exports,Tuticorin,Yokohama,3,Shree Logi Agency,Ocean Bridge,A. Joshi,1,FCA,Sea,Export,FCL,08-02-2024,26-02-2024,09-02-2024,06-03-2024,21,18,3,Late Arrival
SHP108055,Adani Exports,Pacific Foods Ltd,Los Angeles,Kolkata,3,GT Air Express,Gujarat Links,S. Kumar,1,EXW,Sea,Import,LCL,04-11-2025,08-12-2025,05-11-2025,17-12-2025,37,34,3,Late Arrival
SHP108056,Bharat Steel,Euro Retail GmbH,Tuticorin,Kaohsiung,3,Greenline Agency,Ocean Bridge,R. Goenka,1,DDP,Sea,Export,FCL,10-02-2024,01-03-2024,10-02-2024,17-03-2024,21,20,1,Late Arrival
SHP108057,Max Pharma Ltd,XYZ Automotives,Chennai,Yantian,2,Value Carry Pvt Ltd,Deko Freight,S. Kumar,4,CIF,Sea,Export,FCL,11-02-2026,01-03-2026,12-02-2026,05-03-2026,19,18,1,Late Arrival
SHP108058,Max Pharma Ltd,Euro Retail GmbH,Kolkata,London,1,Pacific Marine,EuroLogistics,A. Joshi,1,EXW,Air,Export,Parcel,29-04-2024,02-05-2024,30-04-2024,03-05-2024,3,3,0,On Time
SHP108059,ITC Ltd,Bharat Pharma Exports,Yantian,Kolkata,2,FastShip Ocean,Bengal Marine,R. Goenka,1,CIP,Sea,Import,FCL,16-01-2025,03-02-2025,17-01-2025,08-02-2025,21,18,3,Late Arrival
SHP108060,Adani Exports,XYZ Automotives,Tuticorin,Shanghai,2,Pacific Marine,EuroLogistics,S. Kumar,1,DAP,Sea,Export,FCL,06-10-2025,17-10-2025,08-10-2025,20-10-2025,11,11,0,On Time
